"(2092, 3592)",1
"(4429, 2583)",1
"(3127, 3606)",1
"(3888, 2472)",1
"(3796, 5184)",1
"(3888, 3958)",1
"(3289, 5184)",1
"(3888, 3515)",1
"(1733, 5184)",1
"(2422, 1606)",1
"(3127, 3649)",1
"(3888, 2958)",1
"(3888, 2733)",1
"(3888, 1937)",1
"(2733, 2550)",1
"(3008, 5184)",1
"(2437, 1578)",1
"(3306, 2854)",2
"(3423, 2895)",1
"(5184, 1159)",1
"(3888, 2620)",1
"(4496, 2806)",1
"(5184, 1451)",2
"(5184, 1674)",1
"(5157, 2677)",1
"(5150, 1342)",1
"(5184, 2025)",2
"(2774, 5184)",2
"(3888, 2578)",1
"(5184, 1948)",1
"(2226, 5184)",1
"(1632, 5184)",2
"(5184, 3349)",1
"(5184, 1813)",1
"(3888, 2303)",2
"(3888, 2377)",1
"(3078, 3402)",1
"(3599, 5184)",1
"(5184, 1639)",1
"(5184, 2374)",2
"(3888, 2171)",2
"(3888, 2842)",1
"(3888, 2036)",1
"(3888, 1683)",1
"(5184, 2077)",1
"(4245, 1645)",1
"(5184, 2231)",1
